2023-06-20 17:18:49.371 +00:00 [INF] Worker Service has started
2023-06-20 17:19:15.272 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.377 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.477 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.584 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.683 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.789 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:15.892 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.030 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.177 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.307 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.443 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.593 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.733 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.861 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:16.961 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.137 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.279 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.426 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.557 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.686 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.791 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:17.939 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.065 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.169 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.309 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.408 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.563 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.685 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.826 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:18.986 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.133 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.263 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.394 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.559 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.720 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.837 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:19.937 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.043 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.140 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.243 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.348 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.449 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.584 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.696 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.797 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:20.940 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.043 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.145 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.253 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.358 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.454 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.610 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.761 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:21.896 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.025 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.126 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.268 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.370 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.467 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.569 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.704 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.806 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:22.904 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.005 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.139 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.260 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.445 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.594 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.751 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.851 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:23.954 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.050 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.151 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.280 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.377 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.476 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.580 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.709 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.808 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:24.905 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.043 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.187 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.350 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.485 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.637 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.753 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.854 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:25.984 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.089 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.204 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.309 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.414 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.542 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.671 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.782 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:26.917 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.070 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.224 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.325 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.427 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.528 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.645 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.774 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.878 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:27.983 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.089 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.188 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.291 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.397 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.526 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.631 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.768 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.867 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:28.972 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.073 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.210 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.317 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.455 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.584 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.759 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:29.879 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.024 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.194 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.355 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.523 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.680 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.822 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:30.979 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.141 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.257 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.362 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.490 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.644 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.803 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:31.951 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.114 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.264 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.429 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.569 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.712 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.842 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:32.968 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.077 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.212 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.313 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.442 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.545 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.686 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.782 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:33.911 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.016 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.120 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.249 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.360 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.462 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.559 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.689 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.788 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.891 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:34.986 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.087 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.188 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.283 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.446 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.589 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.690 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.789 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.886 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:35.989 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.090 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.192 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.287 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.392 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.491 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.641 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.798 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:36.923 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.044 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.187 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.326 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.493 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.628 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.778 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:37.920 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.058 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.202 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.321 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.441 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.587 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.767 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:38.991 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.155 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.325 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.510 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.680 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.833 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:39.993 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:40.157 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:40.345 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:40.514 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:40.680 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:40.849 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.021 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.186 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.345 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.514 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.684 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.830 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:41.964 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:42.105 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:42.309 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:42.466 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:42.638 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:42.829 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.000 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.156 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.315 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.465 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.631 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.799 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:43.946 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.116 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.279 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.433 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.594 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.759 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:44.909 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.094 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.238 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.399 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.561 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.717 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:45.888 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.071 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.231 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.395 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.536 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.672 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.831 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:46.989 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.157 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.316 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.473 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.601 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.800 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:47.971 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.160 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.317 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.474 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.632 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.806 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:48.982 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.136 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.304 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.472 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.639 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.804 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:49.961 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:50.156 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:50.312 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:50.481 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:50.629 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:19:50.807 +00:00 [INF] New Provider Prescription loaded
